release_year,runtime,seasons,imdb_score,type,title
1935,65,0.0,5.7,MOVIE,The Girl Who Came Back
1950,69,0.0,6.1,MOVIE,The Blazing Sun
1938,62,0.0,5.5,MOVIE,International Crime
1949,93,0.0,6.4,MOVIE,The Green Promise
1940,52,0.0,6.4,MOVIE,The Ranger and the Lady
1912,71,0.0,5.8,MOVIE,From the Manger to the Cross
1935,59,0.0,5.8,MOVIE,The Last of the Clintons
1942,62,0.0,5.2,MOVIE,Let's Get Tough
1942,53,0.0,6.3,MOVIE,South of Santa Fe
1941,66,0.0,6.5,MOVIE,In Old Colorado
1934,62,0.0,5.2,MOVIE,Flirting with Danger
1935,55,0.0,5.4,MOVIE,Texas Jack
1918,71,0.0,5.4,MOVIE,The Married Virgin
1942,68,0.0,4.1,MOVIE,Klondike Fury
1936,61,0.0,6.0,MOVIE,Lucky Terror
1943,75,0.0,4.6,MOVIE,Girls in Chains
1939,62,0.0,6.0,MOVIE,Wolf Call
1944,74,0.0,5.7,MOVIE,When the Lights Go On Again
1930,100,0.0,5.2,MOVIE,Dixiana
1921,89,0.0,6.4,MOVIE,The Love Light
1937,57,0.0,4.9,MOVIE,Young Dynamite
1925,55,0.0,6.8,MOVIE,Madame Behave
1941,67,0.0,5.3,MOVIE,Desperate Cargo
1942,60,0.0,6.3,MOVIE,Sunset Serenade
1935,52,0.0,5.1,MOVIE,Paradise Canyon
1946,62,0.0,5.8,MOVIE,My Dog Shep
1921,69,0.0,4.9,MOVIE,Beau Revel
1933,66,0.0,5.2,MOVIE,In the Money
1943,65,0.0,5.9,MOVIE,The Underdog
1935,52,0.0,5.3,MOVIE,Rainbow Valley
1930,68,0.0,5.0,MOVIE,Paradise Island
1945,64,0.0,6.4,MOVIE,Danny Boy
1934,71,0.0,5.6,MOVIE,Crimson Romance
1938,86,0.0,6.1,MOVIE,Little Tough Guy
1931,76,0.0,5.9,MOVIE,Kept Husbands
1936,64,0.0,5.5,MOVIE,Beware Of Ladies
1929,58,0.0,8.2,MOVIE,Silks and Saddles
1937,58,0.0,5.4,MOVIE,Headline Crasher
1943,67,0.0,5.1,MOVIE,Minesweeper
1915,59,0.0,5.8,MOVIE,Young Romance
1939,65,0.0,6.7,MOVIE,Range War
1933,80,0.0,4.8,MOVIE,The World Gone Mad
1947,75,0.0,5.7,MOVIE,Sepia Cinderella
1944,92,0.0,6.2,MOVIE,The Hairy Ape
1936,72,0.0,5.5,MOVIE,Hearts in Bondage
1933,72,0.0,5.5,MOVIE,The Phantom Broadcast
1944,83,0.0,5.2,MOVIE,Belle of the Yukon
1930,74,0.0,6.1,MOVIE,Danger Lights
1946,71,0.0,5.8,MOVIE,Rolling Home
1939,58,0.0,6.7,MOVIE,Renegade Trail
1932,62,0.0,5.4,MOVIE,Tombstone Canyon
1945,51,0.0,6.4,MOVIE,The Stilwell Road
1927,78,0.0,6.3,MOVIE,The Love of Sunya
1940,62,0.0,5.5,MOVIE,East Side Kids
1948,85,0.0,6.1,MOVIE,Panhandle
1943,66,0.0,6.0,MOVIE,Clancy Street Boys
1933,61,0.0,5.2,MOVIE,The Return of Casey Jones
1917,73,0.0,6.3,MOVIE,The Eye of Envy
1938,63,0.0,5.6,MOVIE,Barefoot Boy
1937,57,0.0,5.6,MOVIE,Kermit Maynard Collection (Whistling Bullets
1941,64,0.0,5.4,MOVIE,Flying Wild
1941,62,0.0,5.0,MOVIE,Let's Go Collegiate
1947,53,0.0,5.8,MOVIE,Curley
1946,93,0.0,5.2,MOVIE,People Are Funny
1936,62,0.0,5.1,MOVIE,Men of the Plains
1943,58,0.0,6.0,MOVIE,The Law Rides Again
1949,92,0.0,5.3,MOVIE,The Pilgrimage Play
1946,61,0.0,5.4,MOVIE,The Shadow Returns
1944,65,0.0,5.9,MOVIE,Million Dollar Kid
1938,59,0.0,5.2,MOVIE,Held For Ransom
1942,73,0.0,4.4,MOVIE,They Raid by Night
1933,67,0.0,5.7,MOVIE,By Appointment Only
1941,61,0.0,5.1,MOVIE,Double Cross
1933,56,0.0,5.9,MOVIE,The Thundering Herd
1942,61,0.0,6.3,MOVIE,Lost Canyon
1933,62,0.0,4.8,MOVIE,The Big Chance
1943,53,0.0,6.0,MOVIE,Song of Texas
1942,62,0.0,4.4,MOVIE,The Dawn Express
1942,57,0.0,6.4,MOVIE,Down Texas Way
1947,153,0.0,6.3,MOVIE,Nam Iruvar
1935,71,0.0,5.4,MOVIE,Streamline Express
1937,58,0.0,6.1,MOVIE,"Come on, Cowboys"
1937,60,0.0,5.6,MOVIE,Yodelin' Kid from Pine Ridge
1947,76,0.0,6.1,MOVIE,For You I Die
1934,86,0.0,6.0,MOVIE,Palooka
1932,59,0.0,4.0,MOVIE,Crashin' Broadway
1924,61,0.0,6.2,MOVIE,Fighting Fury
1925,76,0.0,6.4,MOVIE,Cobra
1937,61,0.0,5.6,MOVIE,Bill Cracks Down
1938,63,0.0,5.4,MOVIE,The Duke Is Tops
1939,85,0.0,6.0,MOVIE,Back Door to Heaven
1930,78,0.0,6.0,MOVIE,Half Shot at Sunrise
1932,71,0.0,5.3,MOVIE,The Drifter
1931,92,0.0,5.7,MOVIE,Fighting Caravans
1936,83,0.0,4.9,MOVIE,Dancing Pirate
1949,58,0.0,3.3,MOVIE,Omoo-Omoo the Shark God
1933,64,0.0,4.0,MOVIE,The Flaming Signal
1942,78,0.0,5.2,MOVIE,The Bashful Bachelor
1942,56,0.0,5.2,MOVIE,Texas to Bataan
1918,73,0.0,6.5,MOVIE,M'Liss
1925,60,0.0,5.0,MOVIE,Riding for Life
1944,70,0.0,5.4,MOVIE,I'm from Arkansas
1939,58,0.0,6.3,MOVIE,Southward Ho
1943,70,0.0,6.0,MOVIE,Idaho
1937,56,0.0,6.0,MOVIE,Colorado Kid
1939,96,0.0,6.5,MOVIE,The Real Glory
1940,73,0.0,6.0,MOVIE,Queen of the Yukon
1933,58,0.0,4.0,MOVIE,Jaws of Justice
1943,71,0.0,5.5,MOVIE,Spotlight Scandals
1933,55,0.0,4.8,MOVIE,Rainbow Ranch
1941,56,0.0,5.8,MOVIE,Jesse James at Bay
1931,72,0.0,6.0,MOVIE,The Lady Refuses
1931,75,0.0,5.9,MOVIE,The Royal Bed
1942,55,0.0,5.1,MOVIE,Billy the Kid Trapped
1947,69,0.0,5.5,MOVIE,Big Town After Dark
1934,68,0.0,6.0,MOVIE,Badge of Honor
1937,89,0.0,5.7,MOVIE,Manhattan Merry-Go-Round
1948,71,0.0,5.7,MOVIE,"Parole, Inc."
1943,57,0.0,6.2,MOVIE,Cattle Stampede
1940,67,0.0,5.6,MOVIE,Hold That Woman!
1932,58,0.0,5.6,MOVIE,Diamond Trail
1937,59,0.0,5.7,MOVIE,Born to the West
1947,54,0.0,6.3,MOVIE,Trail to San Antone
1940,81,0.0,6.4,MOVIE,Dreaming Out Loud
1932,55,0.0,4.7,MOVIE,Law of the North
1946,54,0.0,5.9,MOVIE,Beware
1938,65,0.0,5.7,MOVIE,Sinners in Paradise
1932,58,0.0,5.2,MOVIE,Mason of the Mounted
1941,69,0.0,6.3,MOVIE,Pirates on Horseback
1937,60,0.0,6.1,MOVIE,Secret Valley
1941,57,0.0,5.9,MOVIE,Wrangler's Roost
1929,66,0.0,5.4,MOVIE,The Racketeer
1942,70,0.0,5.6,MOVIE,Wildcat
1944,78,0.0,6.0,MOVIE,Lights of Old Santa Fe
1949,70,0.0,6.2,MOVIE,Rim of the Canyon
1938,54,0.0,6.5,MOVIE,Shine On Harvest Moon
1937,74,0.0,6.1,MOVIE,Devil's Playground
1938,61,0.0,4.9,MOVIE,Crashing Through Danger
1943,65,0.0,5.0,MOVIE,Adventure in Iraq
1945,58,0.0,5.2,MOVIE,The Phantom of 42nd Street
1937,61,0.0,5.1,MOVIE,Wallaby Jim of the Islands
1927,54,0.0,6.6,MOVIE,No Man's Law
1943,59,0.0,5.7,MOVIE,Death Valley Rangers
1937,58,0.0,5.7,MOVIE,Boots and Saddles
1926,75,0.0,7.0,MOVIE,Ella Cinders
1936,58,0.0,5.5,MOVIE,Fast Bullets
1949,68,0.0,6.5,MOVIE,The Cowboy and the Indians
1928,69,0.0,4.7,MOVIE,Tracy the Outlaw
1936,61,0.0,4.4,MOVIE,Racing Blood
1938,65,0.0,5.7,MOVIE,The Devil's Party
1944,75,0.0,6.7,MOVIE,Tunisian Victory
1938,72,0.0,6.1,MOVIE,Prison Break
1940,64,0.0,5.4,MOVIE,The Light of Western Stars
1941,64,0.0,4.2,MOVIE,Emergency Landing
1946,102,0.0,6.0,MOVIE,Heartbeat
1941,45,0.0,5.8,MOVIE,Miss Polly
1939,62,0.0,4.6,MOVIE,Buried Alive
1948,72,0.0,5.8,MOVIE,The Gay Ranchero
1930,67,0.0,5.2,MOVIE,Party Girl
1944,56,0.0,5.3,MOVIE,Lady in the Death House
1932,64,0.0,5.1,MOVIE,They Never Come Back
1935,57,0.0,5.2,MOVIE,The Law of 45's
1945,77,0.0,6.8,MOVIE,Molly and Me
1949,69,0.0,5.9,MOVIE,The Judge
1937,60,0.0,4.7,MOVIE,The Mystery of the Hooded Horsemen
1925,93,0.0,7.2,MOVIE,Shore Leave
1938,69,0.0,6.1,MOVIE,Wives Under Suspicion
1941,95,0.0,6.5,MOVIE,Cheers For Miss Bishop
1944,75,0.0,4.2,MOVIE,Nabonga
1947,60,0.0,5.9,MOVIE,Untamed Fury
1948,82,0.0,6.1,MOVIE,Sofia
1933,61,0.0,4.4,MOVIE,Damaged Lives
1934,59,0.0,5.1,MOVIE,The Lawless Frontier
1936,57,0.0,5.3,MOVIE,Black Gold
1936,57,0.0,5.7,MOVIE,West of Nevada
1938,51,0.0,6.0,MOVIE,The Painted Trail
1935,66,0.0,5.7,MOVIE,Convention Girl
1935,56,0.0,5.7,MOVIE,Skull and Crown
1932,75,0.0,5.1,MOVIE,Unholy Love
1938,59,0.0,6.3,MOVIE,Six Shootin' Sheriff
1934,64,0.0,4.5,MOVIE,Lost in the Stratosphere
1936,58,0.0,4.9,MOVIE,Frontier Justice
1947,56,0.0,4.7,MOVIE,The Road to Hollywood
1944,61,0.0,6.3,MOVIE,Sonora Stagecoach
1938,53,0.0,6.1,MOVIE,Phantom Ranger
1943,56,0.0,5.9,MOVIE,Devil Riders
1936,54,0.0,5.8,MOVIE,The Old Corral
1921,117,0.0,6.6,MOVIE,The Affairs of Anatol
1935,58,0.0,4.8,MOVIE,Hong Kong Nights
1939,61,0.0,5.2,MOVIE,Heroes in Blue
1944,69,0.0,5.5,MOVIE,Career Girl
1943,56,0.0,5.2,MOVIE,Fugitive of the Plains
1937,54,0.0,5.7,MOVIE,Public Cowboy No. 1
1942,63,0.0,6.2,MOVIE,Romance on the Range
1937,63,0.0,4.8,MOVIE,Sky Racket
1949,77,0.0,6.0,MOVIE,Daughter of the West
1937,56,0.0,4.7,MOVIE,Riders of the Rockies
1938,59,0.0,4.8,MOVIE,The Singing Cowgirl
1938,59,0.0,6.0,MOVIE,Tough Kid
1937,75,0.0,5.7,MOVIE,Heroes of the Alamo
1932,63,0.0,5.5,MOVIE,Flames
1930,55,0.0,4.2,MOVIE,Code of Honor
1942,60,0.0,6.5,MOVIE,Man from Cheyenne
1938,76,0.0,5.8,MOVIE,Boy of the Streets
1943,83,0.0,6.1,MOVIE,Tornado
1949,94,0.0,5.9,MOVIE,The Great Dan Patch
1936,58,0.0,5.2,MOVIE,Postal Inspector
1945,62,0.0,5.8,MOVIE,The Missing Corpse
1936,55,0.0,6.1,MOVIE,Ghost-Town Gold
1939,58,0.0,6.2,MOVIE,Frontier Pony Express
1937,63,0.0,5.1,MOVIE,All Over Town
1950,86,0.0,5.9,MOVIE,Guilty of Treason
1930,75,0.0,5.8,MOVIE,The Silver Horde
1931,61,0.0,5.3,MOVIE,Clearing the Range
1949,68,0.0,5.0,MOVIE,Dynamite
1933,68,0.0,5.8,MOVIE,Broken Dreams
1949,68,0.0,5.0,MOVIE,Dynamite
1939,71,0.0,5.8,MOVIE,Mr. Wong in Chinatown
1933,68,0.0,5.8,MOVIE,Broken Dreams
1941,65,0.0,5.2,MOVIE,Murder on Lenox Avenue
1936,66,0.0,5.3,MOVIE,The Mandarin Mystery
1946,54,0.0,5.7,MOVIE,Stagecoach to Denver
1934,50,0.0,4.1,MOVIE,Ferocious Pal
1936,68,0.0,4.8,MOVIE,Caryl of the Mountains
1938,66,0.0,5.7,MOVIE,Invisible Enemy
1939,56,0.0,4.9,MOVIE,Port of Hate
1948,76,0.0,6.0,MOVIE,"Texas, Brooklyn & Heaven"
1937,58,0.0,5.4,MOVIE,The Silver Trail
1936,84,0.0,4.4,MOVIE,Custer's Last Stand
1929,64,0.0,5.0,MOVIE,The Phantom in the House
1937,73,0.0,5.2,MOVIE,Paradise Isle
1942,62,0.0,5.1,MOVIE,Inside the Law
1940,67,0.0,5.1,MOVIE,I Take This Oath
1939,58,0.0,6.0,MOVIE,Death Rides the Range
1947,63,0.0,6.0,MOVIE,"It's a Joke, Son!"
1941,59,0.0,6.7,MOVIE,Saddle Mountain Roundup
1940,56,0.0,6.2,MOVIE,The Range Busters
1936,63,0.0,5.0,MOVIE,"Go-Get-'Em, Haines"
1934,60,0.0,5.0,MOVIE,Fighting to Live
1941,55,0.0,5.3,MOVIE,The Kid's Last Ride
1948,77,0.0,6.0,MOVIE,The Vicious Circle
1948,71,0.0,5.2,MOVIE,Adventures of Gallant Bess
1935,64,0.0,5.4,MOVIE,What Price Crime
1923,57,0.0,5.9,MOVIE,Slow as Lightning
1939,58,0.0,5.1,MOVIE,The Fighting Renegade
1936,60,0.0,4.2,MOVIE,Jaws of the Jungle
1934,68,0.0,5.1,MOVIE,Green Eyes
1934,54,0.0,5.2,MOVIE,West of the Divide
1937,58,0.0,6.0,MOVIE,The Red Rope
1935,60,0.0,5.9,MOVIE,Between Men
1944,56,0.0,7.1,MOVIE,Call of the Rockies
1932,72,0.0,6.1,MOVIE,Those We Love
1937,58,0.0,6.0,MOVIE,Hit the Saddle
1941,87,0.0,6.0,MOVIE,Road Show
1941,74,0.0,4.9,MOVIE,City of Missing Girls
1934,70,0.0,6.5,MOVIE,Peck's Bad Boy
1939,72,0.0,5.7,MOVIE,Fisherman's Wharf
1944,72,0.0,5.8,MOVIE,Hands Across the Border
1932,63,0.0,5.1,MOVIE,The Reckoning
1936,62,0.0,4.9,MOVIE,Song of the Gringo
1939,61,0.0,5.3,MOVIE,Boys' Reformatory
1933,69,0.0,5.6,MOVIE,Skyway
1936,62,0.0,5.5,MOVIE,Feud of the West
1948,64,0.0,5.5,MOVIE,Devil's Cargo
1935,75,0.0,6.7,MOVIE,Symphony of Living
1943,76,0.0,6.1,MOVIE,Buckskin Frontier
1939,73,0.0,6.1,MOVIE,Streets of New York
1946,72,0.0,6.0,MOVIE,Home in Oklahoma
1946,40,0.0,7.1,MOVIE,North of the Border
1939,68,0.0,6.2,MOVIE,Meet Dr. Christian
1920,59,0.0,5.9,MOVIE,The County Fair
1936,66,0.0,5.0,MOVIE,Country Gentlemen
1948,67,0.0,6.3,MOVIE,The Far Frontier
1940,62,0.0,5.9,MOVIE,Phantom of Chinatown
1944,78,0.0,5.8,MOVIE,Cowboy and the Senorita
1937,60,0.0,5.7,MOVIE,Paradise Express
1934,58,0.0,5.6,MOVIE,A Demon for Trouble
1937,70,0.0,6.1,MOVIE,Lady Behave!
1937,65,0.0,5.4,MOVIE,Blazing Barriers
1938,55,0.0,6.5,MOVIE,Outlaws of Sonora
1940,68,0.0,5.5,MOVIE,Doomed to Die
1947,70,0.0,5.7,MOVIE,Boy! What a Girl!
1937,58,0.0,5.8,MOVIE,Riders of the Whistling Skull
1941,62,0.0,6.4,MOVIE,Doomed Caravan
1936,67,0.0,6.3,MOVIE,Ticket to Paradise
1949,64,0.0,7.2,MOVIE,Souls of Sin
1940,99,0.0,5.6,MOVIE,The Ramparts We Watch
1936,74,0.0,6.2,MOVIE,Two Minutes to Play
1939,56,0.0,5.0,MOVIE,Code of the Fearless
1944,57,0.0,5.6,MOVIE,Oath of Vengeance
1942,50,0.0,6.0,MOVIE,Brooklyn Orchid
1937,61,0.0,5.5,MOVIE,Affairs of Cappy Ricks
1937,60,0.0,5.8,MOVIE,Border Phantom
1937,56,0.0,4.7,MOVIE,Round-Up Time in Texas
1939,59,0.0,5.6,MOVIE,Across the Plains
1927,60,0.0,6.9,MOVIE,Death Valley
1940,72,0.0,6.3,MOVIE,Son of the Navy
1937,56,0.0,5.8,MOVIE,Cheyenne Rides Again
1945,66,0.0,5.7,MOVIE,Northwest Trail
1942,63,0.0,5.2,MOVIE,Today I Hang
1942,65,0.0,6.1,MOVIE,Heart of the Golden West
1942,170,0.0,6.7,MOVIE,En Manaivi
1944,74,0.0,5.7,MOVIE,Trocadero
1938,63,0.0,5.5,MOVIE,Gang Bullets
1947,75,0.0,6.0,MOVIE,Springtime in the Sierras
1939,66,0.0,6.0,MOVIE,Wall Street Cowboy
1937,58,0.0,5.9,MOVIE,The Luck of Roaring Camp
1939,53,0.0,5.8,MOVIE,"Ride 'em, Cowgirl"
1935,65,0.0,5.5,MOVIE,The Mystery Man
1935,60,0.0,5.4,MOVIE,Timber War
1937,67,0.0,6.4,MOVIE,Heart of the Rockies
1922,70,0.0,6.1,MOVIE,Shadows
1950,70,0.0,6.0,MOVIE,Indian Territory
1935,59,0.0,5.1,MOVIE,Loser's End
1935,54,0.0,3.2,MOVIE,The Irish Gringo
1940,61,0.0,5.3,MOVIE,Phantom Rancher
1947,60,0.0,6.3,MOVIE,Junction 88
1947,77,0.0,6.3,MOVIE,The Last Round-up
1937,56,0.0,5.7,MOVIE,Range Defenders
1948,58,0.0,6.2,MOVIE,Highway 13
1945,62,0.0,5.4,MOVIE,High Powered
1939,85,0.0,6.1,MOVIE,Slightly Honorable
1937,59,0.0,4.5,MOVIE,Sing Cowboy Sing
1939,72,0.0,6.7,MOVIE,Law of the Pampas
1941,61,0.0,5.7,MOVIE,Fugitive Valley
1940,67,0.0,6.2,MOVIE,The Courageous Dr. Christian
1937,61,0.0,5.3,MOVIE,Bank Alarm
1938,70,0.0,6.5,MOVIE,Partners of the Plains
1941,61,0.0,5.6,MOVIE,Bad Man of Deadwood
1944,72,0.0,4.6,MOVIE,Dixie Jamboree
1938,53,0.0,6.2,MOVIE,"Come On, Rangers"
1937,77,0.0,5.5,MOVIE,Make a Wish
1938,59,0.0,4.8,MOVIE,Songs and Saddles
1936,69,0.0,6.0,MOVIE,Down to the Sea
1937,59,0.0,4.8,MOVIE,The Californian
1941,69,0.0,5.0,MOVIE,They Meet Again
1932,63,0.0,5.2,MOVIE,A Fool's Advice
1950,69,0.0,6.6,MOVIE,Mule Train
1944,56,0.0,6.6,MOVIE,Cheyenne Wildcat
1937,58,0.0,6.2,MOVIE,Thunder Trail
1950,71,0.0,6.0,MOVIE,The Sun Sets at Dawn
1941,58,0.0,5.7,MOVIE,Nevada City
1949,170,0.0,7.1,MOVIE,Vazhkai
1937,70,0.0,5.7,MOVIE,Telephone Operator
1941,59,0.0,4.1,MOVIE,Murder with Music
1926,68,0.0,6.0,MOVIE,The Devil Horse
1944,57,0.0,5.1,MOVIE,Brand of the Devil
1944,58,0.0,5.3,MOVIE,Raiders of the Border
1935,59,0.0,6.0,MOVIE,Sundown Saunders
1935,55,0.0,5.4,MOVIE,Courage of the North
1942,68,0.0,5.8,MOVIE,Private Buckaroo
1934,64,0.0,5.8,MOVIE,In Old Santa Fe
1947,71,0.0,6.0,MOVIE,Heartaches
1934,65,0.0,6.0,MOVIE,Back Page
1932,75,0.0,5.9,MOVIE,A Parisian Romance
1946,69,0.0,6.2,MOVIE,Under Nevada Skies
1940,57,0.0,5.0,MOVIE,Yukon Flight
1940,76,0.0,5.0,MOVIE,Mad Youth
1928,87,0.0,6.6,MOVIE,Simba: The King of the Beasts
1935,68,0.0,6.6,MOVIE,When a Man's a Man
1941,64,0.0,5.5,MOVIE,Law of the Timber
1935,56,0.0,5.8,MOVIE,Northern Frontier
1942,61,0.0,5.0,MOVIE,Law of the Jungle
1945,59,0.0,5.6,MOVIE,Enemy of the Law
1939,56,0.0,5.1,MOVIE,Down the Wyoming Trail
1937,56,0.0,5.8,MOVIE,The Feud of the Trail
1935,55,0.0,5.8,MOVIE,Wagon Trail
1935,60,0.0,4.9,MOVIE,Bulldog Courage
1941,53,0.0,5.0,MOVIE,All-American Co-Ed
1931,75,0.0,5.6,MOVIE,Corsair
1938,56,0.0,5.0,MOVIE,Outlaw Express
1945,56,0.0,6.6,MOVIE,Appointment in Tokyo
1938,80,0.0,6.0,MOVIE,Gangster's Boy
1939,56,0.0,4.6,MOVIE,Daughter of the Tong
1935,54,0.0,5.2,MOVIE,Captured in Chinatown
1934,62,0.0,5.2,MOVIE,Beyond Bengal
1942,63,0.0,5.0,MOVIE,King of the Stallions
1948,60,0.0,5.4,MOVIE,Big Town Scandal
1934,65,0.0,6.3,MOVIE,She Had to Choose
1940,62,0.0,5.8,MOVIE,Up in the Air
1944,58,0.0,6.4,MOVIE,Frontier Outlaws
1939,57,0.0,6.8,MOVIE,Flaming Lead
1946,68,0.0,5.4,MOVIE,Song of Arizona
1936,61,0.0,6.2,MOVIE,Roarin' Lead
1936,66,0.0,5.9,MOVIE,Sitting on the Moon
1932,59,0.0,5.3,MOVIE,Gorilla Ship
1947,65,0.0,5.3,MOVIE,Heading For Heaven
1932,80,0.0,6.4,MOVIE,Uptown New York
1944,72,0.0,5.3,MOVIE,The Great Mike
1940,61,0.0,5.7,MOVIE,The Last Alarm
1936,56,0.0,5.9,MOVIE,Pinto Rustlers
1944,76,0.0,5.9,MOVIE,Swing Hostess
1938,58,0.0,5.6,MOVIE,Here's Flash Casey
1941,58,0.0,4.7,MOVIE,Wanderers of the West
1936,65,0.0,4.6,MOVIE,Prison Shadows
1937,55,0.0,6.3,MOVIE,Orphan of the Pecos
1934,60,0.0,5.0,MOVIE,Sing Sing Nights
1936,328,0.0,4.7,MOVIE,Custer's Last Stand
1941,67,0.0,5.1,MOVIE,Blonde Comet
1937,60,0.0,4.3,MOVIE,Clipped Wings
1938,68,0.0,6.1,MOVIE,Young Fugitives
1938,56,0.0,4.8,MOVIE,King of the Sierras
1948,70,0.0,6.3,MOVIE,Shed No Tears
1950,70,0.0,6.4,MOVIE,Cow Town
1936,56,0.0,4.9,MOVIE,We're in the Legion Now
1944,68,0.0,6.2,MOVIE,Shadow of Suspicion
1938,59,0.0,5.6,MOVIE,Six-Gun Trail
1935,58,0.0,5.7,MOVIE,Branded a Coward
1941,61,0.0,4.7,MOVIE,Zis Boom Bah
1935,65,0.0,5.9,MOVIE,The People's Enemy
1938,65,0.0,5.6,MOVIE,King of the Newsboys
1936,69,0.0,5.1,MOVIE,Pilot X
1937,58,0.0,5.8,MOVIE,A Lawman Is Born
1943,66,0.0,4.8,MOVIE,Man of Courage
1932,50,0.0,5.8,MOVIE,Riders of the Desert
1944,56,0.0,5.5,MOVIE,Gangsters of the Frontier
1948,66,0.0,5.3,MOVIE,Mr. Reckless
1941,70,0.0,5.3,MOVIE,Criminals Within
1943,62,0.0,4.9,MOVIE,"Cosmo Jones, Crime Smasher"
1931,69,0.0,5.4,MOVIE,Murder at Midnight
1934,55,0.0,5.4,MOVIE,The Trail Beyond
1941,57,0.0,5.7,MOVIE,Arizona Bound
1939,54,0.0,5.3,MOVIE,Trigger Pals
1936,57,0.0,5.0,MOVIE,Step on It
1935,60,0.0,5.7,MOVIE,Cheers of the Crowd
1941,60,0.0,5.0,MOVIE,Silver Stallion
1937,71,0.0,6.5,MOVIE,Love Takes Flight
1935,83,0.0,5.8,MOVIE,Great God Gold
1936,70,0.0,6.2,MOVIE,Easy Money
1944,66,0.0,5.9,MOVIE,Timber Queen
1949,82,0.0,5.4,MOVIE,The Big Sombrero
1935,55,0.0,5.2,MOVIE,The Red Blood of Courage
1942,58,0.0,4.6,MOVIE,Jacaré
1944,54,0.0,5.3,MOVIE,Outlaw Trail
1939,54,0.0,4.8,MOVIE,Water Rustlers
1948,71,0.0,5.7,MOVIE,Man from Texas
1934,65,0.0,6.1,MOVIE,The Dude Ranger
1947,72,0.0,5.7,MOVIE,Hi-De-Ho
1930,66,0.0,3.8,MOVIE,The Oklahoma Cyclone
1936,73,0.0,6.0,MOVIE,I'd Give My Life
1944,59,0.0,6.0,MOVIE,Arizona Whirlwind
1944,54,0.0,6.3,MOVIE,Attack: The Battle for New Britain
1934,61,0.0,4.5,MOVIE,Frontier Days
1936,60,0.0,4.2,MOVIE,Captain Calamity
1936,62,0.0,5.4,MOVIE,Aces and Eights
1948,67,0.0,5.5,MOVIE,Grand Canyon Trail
1937,55,0.0,5.7,MOVIE,Lawless Land
1974,106,0.0,8.0,MOVIE,Young Frankenstein
1951,30,9.0,8.5,SHOW,I Love Lucy
1976,98,0.0,7.4,MOVIE,Carrie
1980,129,0.0,8.2,MOVIE,Raging Bull
1974,113,0.0,7.8,MOVIE,The Conversation
1968,149,0.0,7.3,MOVIE,Funny Girl
1975,117,0.0,7.4,MOVIE,Three Days of the Condor
1960,125,0.0,8.3,MOVIE,The Apartment
1971,91,0.0,7.9,MOVIE,Harold and Maude
1978,116,0.0,7.4,MOVIE,Invasion of the Body Snatchers
1979,93,0.0,7.6,MOVIE,The Warriors
1976,125,0.0,7.4,MOVIE,Marathon Man
1978,117,0.0,8.1,MOVIE,The Last Waltz
1968,29,31.0,8.7,SHOW,Mister Rogers' Neighborhood
1973,102,0.0,8.1,MOVIE,Paper Moon
1955,107,0.0,7.4,MOVIE,To Catch a Thief
1978,94,0.0,7.8,MOVIE,Days of Heaven
1972,117,0.0,7.1,MOVIE,The Poseidon Adventure
1963,163,0.0,7.5,MOVIE,"It's a Mad, Mad, Mad, Mad World"
1965,260,0.0,6.5,MOVIE,The Greatest Story Ever Told
1979,113,0.0,7.6,MOVIE,Escape From Alcatraz
1980,124,0.0,7.7,MOVIE,Ordinary People
1957,88,0.0,8.4,MOVIE,Paths of Glory
1952,129,0.0,7.7,MOVIE,The Quiet Man
1971,23,6.0,7.9,SHOW,Lupin the Third
1968,98,0.0,5.8,MOVIE,Barbarella
1963,113,0.0,7.9,MOVIE,Charade
1966,24,12.0,8.1,SHOW,Dark Shadows
1973,97,0.0,6.9,MOVIE,Charlotte's Web
1957,103,0.0,7.0,MOVIE,Funny Face
1974,57,49.0,8.7,SHOW,NOVA
1972,30,6.0,7.9,SHOW,Sanford and Son
1974,108,0.0,7.2,MOVIE,California Split
1968,102,0.0,6.9,MOVIE,The Thomas Crown Affair
1980,87,0.0,6.4,MOVIE,Maniac
1978,104,0.0,6.1,MOVIE,Eyes of Laura Mars
1963,26,3.0,7.4,SHOW,Space Patrol
1972,90,0.0,7.2,MOVIE,The Way of the Dragon
1975,25,11.0,7.5,SHOW,The Jeffersons
1972,78,0.0,6.2,MOVIE,Fritz the Cat
1976,86,0.0,6.0,MOVIE,The Town That Dreaded Sundown
1953,85,0.0,7.0,MOVIE,The War of the Worlds
1961,97,0.0,6.0,MOVIE,Blue Hawaii
1962,78,0.0,7.1,MOVIE,Carnival of Souls
1978,101,0.0,6.9,MOVIE,Heaven Can Wait
1972,100,0.0,6.8,MOVIE,The Mechanic
1972,107,0.0,7.2,MOVIE,Fist of Fury
1976,112,0.0,6.9,MOVIE,The Eagle Has Landed
1976,246,0.0,7.7,MOVIE,1900
1964,89,0.0,6.7,MOVIE,The Last Man on Earth
1979,97,0.0,6.4,MOVIE,When a Stranger Calls
1955,150,0.0,7.1,MOVIE,Guys and Dolls
1971,157,0.0,7.6,MOVIE,A Fistful of Dynamite
1977,123,0.0,6.8,MOVIE,Capricorn One
1958,165,0.0,7.9,MOVIE,The Big Country
